Product Name,Product Link,Processor,Internal memory,Video card,Display,Solid-state drive,Price,Hard drive
LG gram 16 2-in-1,https://laptopmedia.com/laptop-specs/lg-gram-16-2-in-1-46/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0"", WQXGA (2560 x 1600), IPS",1000GB SSD,$169999,
Dell Inspiron 5420,https://laptopmedia.com/laptop-specs/dell-inspiron-5420-25/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0″, 2.2K (2240 x 1400), IPS",512GB SSD,$95900,
MSI Katana 15,https://laptopmedia.com/laptop-specs/msi-katana-15-48/,Intel Core i7-12650H,64GB RAM,"NVIDIA GeForce RTX 4070 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$265999,
Lenovo ThinkPad T16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-1-174/,Intel Core i5-1245U,40GB RAM,Intel Iris Xe Graphics G7 (80EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$112999,
MSI Pulse GL66,https://laptopmedia.com/laptop-specs/msi-pulse-gl66-561/,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$219999,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1274/,Intel Core i7-12700H,32GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$174999,
ASUS ROG Zephyrus G15,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g15-568/,AMD Ryzen 9 5900HS,32GB RAM,"NVIDIA GeForce RTX 3080 (Laptop, 100W)","15.6”, QHD (2560 x 1440), 165 Hz, IPS",8000GB SSD,$835900,
Dell Latitude 5520,https://laptopmedia.com/laptop-specs/dell-latitude-5520-299/,Intel Core i7-1185G7,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$149999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14754/,AMD Ryzen 5 5500U,64GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$111900,
Lenovo IdeaPad 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-4159/,AMD Ryzen 7 5825U,24GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$84900,
Lenovo IdeaPad 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-4147/,AMD Ryzen 5 5625U,24GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$79900,
ASUS VivoBook K571,https://laptopmedia.com/laptop-specs/asus-vivobook-k571-297/,Intel Core i5-10300H,20GB RAM,NVIDIA GeForce GTX 1650 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$162900,
Lenovo IdeaPad 3 17,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-17-1784/,Intel Core i5-1035G1,8GB RAM,Intel UHD Graphics G1,"17.3”, HD+ (1600 x 900), TN",2000GB SSD,$92699,
Lenovo IdeaPad 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-4082/,AMD Ryzen 5 5500U,20GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), TN",1000GB SSD,$89900,
Lenovo IdeaPad 3i 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3i-14-310/,Intel Core i5-1135G7,12GB RAM,Intel Iris Xe Graphics G7 (80EU),,1000GB SSD,$69199,
LG gram 16 2-in-1,https://laptopmedia.com/laptop-specs/lg-gram-16-2-in-1-32/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0"", WQXGA (2560 x 1600), IPS",512GB SSD,$154900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14649/,Intel Core i3-1115G4,20GB RAM,Intel UHD Graphics Xe G4 (48EU),"17.3”, Full HD (1920 x 1080), IPS",256GB SSD,$68999,1000GB HDD
ASUS TUF Dash F15,https://laptopmedia.com/laptop-specs/asus-tuf-dash-f15-1047/,Intel Core i7-12650H,64GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$244999,
HP ENVY 17,https://laptopmedia.com/laptop-specs/hp-envy-17-3220/,Intel Core i7-1260P,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",2000GB SSD,$145900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14402/,AMD Ryzen 5 5500U,64GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), TN",1000GB SSD,$87399,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4409/,AMD Ryzen 5 5625U,32GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$89999,
ASUS ROG Strix G17,https://laptopmedia.com/laptop-specs/asus-rog-strix-g17-284/,AMD Ryzen 9 7945HX,32GB RAM,"NVIDIA GeForce RTX 4070 (Laptop, 140W)","17.3"", QHD (2560 x 1440), 240 Hz, IPS",2000GB SSD,$281900,
Dell Latitude 7420,https://laptopmedia.com/laptop-specs/dell-latitude-7420-87/,Intel Core i5-1145G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$81900,
Dell Latitude 7430,https://laptopmedia.com/laptop-specs/dell-latitude-7430-30/,Intel Core i7-1265U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$200000,
LG Gram 17,https://laptopmedia.com/laptop-specs/lg-gram-17-259/,Intel Core i7-1195G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, WQXGA (2560 x 1600), IPS",512GB SSD,$172900,
LG Gram 17,https://laptopmedia.com/laptop-specs/lg-gram-17-248/,Intel Core i7-1195G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, WQXGA (2560 x 1600), IPS",512GB SSD,$160900,
Dell Inspiron 3521,https://laptopmedia.com/laptop-specs/dell-inspiron-3521-19/,Intel Celeron N4020,8GB RAM,Intel UHD Graphics 600,"15.6”, HD (1366 x 768), TN",256GB SSD,$36900,
HP ProBook 440 G8,https://laptopmedia.com/laptop-specs/hp-probook-440-g8-310/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$178900,
ASUS TUF Gaming A15,https://laptopmedia.com/laptop-specs/asus-tuf-gaming-a15-608/,AMD Ryzen 7 7735HS,16GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$218900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15438/,AMD Ryzen 5 5625U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, Full HD (1920 x 1080), IPS",512GB SSD,$62900,
HP EliteBook 640 G9,https://laptopmedia.com/laptop-specs/hp-elitebook-640-g9-63/,Intel Core i5-1235U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$102999,
Dell Inspiron 5625,https://laptopmedia.com/laptop-specs/dell-inspiron-5625-51/,AMD Ryzen 7 5825U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,$104900,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1363/,Intel Core i7-12700H,64GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",8000GB SSD,$307900,
Lenovo ThinkPad E14 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e14-gen-3-621/,AMD Ryzen 7 5700U,40GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$162900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14081/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",,$113000,2000GB HDD
Lenovo Yoga 6 13,https://laptopmedia.com/laptop-specs/lenovo-yoga-6-13-326/,AMD Ryzen 5 5500U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","13.3”, FHD+ (1920 x 1200), IPS",512GB SSD,$59999,
ASUS TUF Gaming A15,https://laptopmedia.com/laptop-specs/asus-tuf-gaming-a15-628/,AMD Ryzen 7 7735HS,64GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$283499,
Acer Predator Triton 500 SE,https://laptopmedia.com/laptop-specs/acer-predator-triton-500-se-399/,Intel Core i7-11800H,32GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 110W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",1000GB SSD,$227900,
Lenovo ThinkPad P16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16-gen-1-88/,Intel Core i7-12800H,64GB RAM,NVIDIA RTX A1000 (Laptop),"16.0”, WQUXGA (3840 x 2400), IPS",2000GB SSD,$231999,
ASUS Vivobook 17,https://laptopmedia.com/laptop-specs/asus-vivobook-17-2950/,Intel Core i3-1220P,16GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","17.3”, Full HD (1920 x 1080), TN",1000GB SSD,$48900,
Lenovo IdeaPad Flex 5 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5-14-1012/,AMD Ryzen 7 5700U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0″, 2.2K (2240 x 1400), IPS",2000GB SSD,$124900,
Lenovo Slim 7i 16,https://laptopmedia.com/laptop-specs/lenovo-slim-7i-16-29/,Intel Core i7-12700H,16GB RAM,Intel Arc A370M,"16.0"", WQXGA (2560 x 1600), 120 Hz, IPS",2000GB SSD,$96900,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-6247/,Intel Core i7-1255U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$97900,
Acer Nitro 5,https://laptopmedia.com/laptop-specs/acer-nitro-5-2543/,Intel Core i5-12500H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$133999,2000GB HDD
HP 14,https://laptopmedia.com/laptop-specs/hp-14-4960/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, HD (1366 x 768), TN",1000GB SSD,$64900,
MSI Crosshair 17,https://laptopmedia.com/laptop-specs/msi-crosshair-17-469/,Intel Core i7-12700H,32GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$287900,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-6232/,Intel Core i7-1165G7,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$246900,
Lenovo ThinkPad E15 Gen 4,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e15-gen-4-276/,AMD Ryzen 5 5625U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$113999,
Dell Inspiron 5420,https://laptopmedia.com/laptop-specs/dell-inspiron-5420-44/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0"", FHD+ (1920 x 1200), IPS",512GB SSD,$99900,
MSI Raider GE76,https://laptopmedia.com/laptop-specs/msi-raider-ge76-538/,Intel Core i9-12900H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$297900,
MSI Raider GE76,https://laptopmedia.com/laptop-specs/msi-raider-ge76-535/,Intel Core i9-12900H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$258900,
HP Victus 15,https://laptopmedia.com/laptop-specs/hp-victus-15-648/,Intel Core i7-12650H,32GB RAM,NVIDIA GeForce RTX 3050 Ti (Laptop),"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$124900,
HP ProBook 450 G8,https://laptopmedia.com/laptop-specs/hp-probook-450-g8-675/,Intel Core i5-1135G7,64GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$109900,
HP Pavilion Gaming 15,https://laptopmedia.com/laptop-specs/hp-pavilion-gaming-15-1091/,AMD Ryzen 5 5600H,16GB RAM,NVIDIA GeForce GTX 1650 (Laptop),"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",256GB SSD,$149900,1000GB HDD
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14572/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$110999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14570/,Intel Core i5-1135G7,12GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",256GB SSD,$80900,
ASUS ROG Strix G17,https://laptopmedia.com/laptop-specs/asus-rog-strix-g17-338/,AMD Ryzen 9 7945HX,16GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","17.3"", QHD (2560 x 1440), 240 Hz, IPS",2000GB SSD,$260899,
HP 14,https://laptopmedia.com/laptop-specs/hp-14-5206/,AMD Ryzen 3 3250U,24GB RAM,AMD Radeon RX Vega 3,"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$71999,
Lenovo ThinkPad X1 Carbon 9,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-9-155/,Intel Core i7-1185G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$144999,
MSI Pulse GL76,https://laptopmedia.com/laptop-specs/msi-pulse-gl76-539/,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 105W)","17.3”, Full HD (1920 x 1080), 360 Hz, IPS",4000GB SSD,$246900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13271/,AMD Ryzen 5 3500U,8GB RAM,"AMD Radeon RX Vega 8 (R2000/3000, 15W)","15.6”, HD (1366 x 768), TN",512GB SSD,$64999,
MSI Katana GF66,https://laptopmedia.com/laptop-specs/msi-katana-gf66-370/,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$149999,
Lenovo ThinkPad T15 Gen 2,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t15-gen-2-372/,Intel Core i7-1165G7,40GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$198400,
Lenovo ThinkPad E14 Gen 4,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e14-gen-4-30/,AMD Ryzen 5 5625U,24GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,$117999,
HP ENVY 13,https://laptopmedia.com/laptop-specs/hp-envy-13-277/,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"13.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$64999,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-6113/,Intel Core i7-1260P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$139900,
Acer Swift 3,https://laptopmedia.com/laptop-specs/acer-swift-3-618/,Intel Core i7-1165G7,8GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$50999,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-3984/,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$145900,
Acer Nitro 5,https://laptopmedia.com/laptop-specs/acer-nitro-5-2388/,Intel Core i5-12500H,16GB RAM,NVIDIA GeForce RTX 3050 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$91900,
MSI Sword 15,https://laptopmedia.com/laptop-specs/msi-sword-15-680/,Intel Core i7-12650H,16GB RAM,"NVIDIA GeForce RTX 3070 Ti (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",8000GB SSD,$346499,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13050/,Intel Core i5-1135G7,12GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",512GB SSD,$73999,
HP OMEN 16,https://laptopmedia.com/laptop-specs/hp-omen-16-696/,Intel Core i7-12700H,32GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","16.1″, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$151999,
ASUS ROG Zephyrus G15,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g15-ga503-784/,AMD Ryzen 9 5900HS,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 120W)","15.6”, QHD (2560 x 1440), 165 Hz, IPS",1000GB SSD,$157900,
ASUS VivoBook 15,https://laptopmedia.com/laptop-specs/asus-vivobook-15-1705/,Intel Core i3-1005G1,8GB RAM,Intel UHD Graphics G1,"15.6”, Full HD (1920 x 1080), TN",256GB SSD,$45999,
Lenovo IdeaPad Flex 5 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5-14-665/,Intel Core i3-1115G4,4GB RAM,Intel UHD Graphics Xe G4 (48EU),"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$48999,
Lenovo IdeaPad Flex 5 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5-14-506/,AMD Ryzen 3 5300U,4GB RAM,"AMD Radeon RX Vega 6 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$39999,
ASUS VivoBook 15,https://laptopmedia.com/laptop-specs/asus-vivobook-15-1093/,Intel Core i3-1005G1,8GB RAM,Intel UHD Graphics G1,"15.6”, Full HD (1920 x 1080), TN",256GB SSD,$39900,
Lenovo ThinkPad P16s Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16s-gen-1-31/,Intel Core i7-1260P,40GB RAM,NVIDIA Quadro T550,"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$184999,
Lenovo IdeaPad 5 Pro 16,https://laptopmedia.com/laptop-specs/lenovo-ideapad-5-pro-16-74/,AMD Ryzen 5 5600H,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 35/45W)","16.0"", WQXGA (2560 x 1600), IPS",512GB SSD,$55900,
HP Victus 15,https://laptopmedia.com/laptop-specs/hp-victus-15-487/,Intel Core i7-12650H,16GB RAM,NVIDIA GeForce RTX 3050 Ti (Laptop),"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$116900,
Lenovo IdeaPad 1 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-14-136/,Intel Pentium Silver N5030,4GB RAM,Intel UHD Graphics 605,"14.0”, HD (1366 x 768), TN",128GB SSD,$28800,
ASUS TUF Dash F15,https://laptopmedia.com/laptop-specs/asus-tuf-dash-f15-661/,Intel Core i7-12650H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$141200,
Lenovo Yoga 7 15,https://laptopmedia.com/laptop-specs/lenovo-yoga-7-15-164/,Intel Core i7-1165G7,12GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$134999,
MSI Vector GP66,https://laptopmedia.com/laptop-specs/msi-vector-gp66-79/,Intel Core i7-12650H,32GB RAM,"NVIDIA GeForce RTX 3080 Ti (Laptop, 150W)","15.6"", Full HD (1920 x 1080), 360 Hz, IPS",2000GB SSD,$298900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-12880/,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), TN",256GB SSD,$49900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14120/,Intel Core i7-1165G7,20GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$109999,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-3778/,Intel Core i7-1260P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$139900,
HP Pavilion 14,https://laptopmedia.com/laptop-specs/hp-pavilion-14-94/,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$65999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-13144/,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"17.3”, Full HD (1920 x 1080), IPS",512GB SSD,$100749,
ASUS TUF Gaming A15,https://laptopmedia.com/laptop-specs/asus-tuf-gaming-a15-117/,AMD Ryzen 7 4800H,32GB RAM,NVIDIA GeForce GTX 1660 Ti (Laptop),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",512GB SSD,$119900,1000GB HDD
Acer Nitro 5,https://laptopmedia.com/laptop-specs/acer-nitro-5-1557/,Intel Core i7-11800H,32GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$139999,
Lenovo ThinkPad P16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16-gen-1-35/,Intel Core i7-12850HX,32GB RAM,NVIDIA RTX A2000 (Laptop),"16.0”, WQUXGA (3840 x 2400), IPS",1000GB SSD,$275795,
ASUS ROG Strix SCAR 17,https://laptopmedia.com/laptop-specs/asus-rog-strix-scar-17-303/,Intel Core i9-12900H,16GB RAM,"NVIDIA GeForce RTX 3080 (Laptop, 150W)","17.3"", QHD (2560 x 1440), 240 Hz, IPS",1000GB SSD,$239900,
HP EliteBook 845 G7,https://laptopmedia.com/laptop-specs/hp-elitebook-845-g7-66/,AMD Ryzen 5 PRO 4650U,16GB RAM,"AMD Radeon RX Vega 6 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$42500,
ASUS Vivobook 17,https://laptopmedia.com/laptop-specs/asus-vivobook-17-2911/,Intel Core i5-1035G1,36GB RAM,Intel UHD Graphics G1,"17.3”, HD+ (1600 x 900), TN",2000GB SSD,$168900,1000GB HDD
Lenovo ThinkPad T15g Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t15g-gen-1-29/,Intel Core i7-10750H,16GB RAM,NVIDIA GeForce RTX 2080 SUPER Max-Q,"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$159999,
Dell Latitude 7530,https://laptopmedia.com/laptop-specs/dell-latitude-7530-8/,Intel Core i5-1235U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$109900,
Lenovo Legion 5 15,https://laptopmedia.com/laptop-specs/lenovo-legion-5-15-1019/,AMD Ryzen 7 6800H,64GB RAM,NVIDIA GeForce RTX 3070 Ti (Laptop),"15.6”, QHD (2560 x 1440), 165 Hz, IPS",2000GB SSD,$189900,
Acer Swift 3,https://laptopmedia.com/laptop-specs/acer-swift-3-439/,Intel Core i5-12500H,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0″, 2.8K (2880 x 1800), 90 Hz, OLED",512GB SSD,$92999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13860/,Intel Core i3-1115G4,16GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$52700,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13852/,AMD Athlon Gold 3150U,32GB RAM,AMD Radeon RX Vega 3,"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$55900,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1290/,Intel Core i9-13900HX,32GB RAM,NVIDIA GeForce RTX 4090 (Laptop),"17.3"", QHD (2560 x 1440), 240 Hz, IPS",2000GB SSD,$448999,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-6325/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$129900,
Dell Inspiron 5620,https://laptopmedia.com/laptop-specs/dell-inspiron-5620-122/,Intel Core i7-1260P,64GB RAM,NVIDIA GeForce MX570,"16.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,$174900,
Lenovo IdeaPad Flex 5i 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5i-14-74/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0″, 2.8K (2880 x 1800), OLED",512GB SSD,$104999,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-697/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$289499,
HP ENVY 17,https://laptopmedia.com/laptop-specs/hp-envy-17-3157/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$139499,
ASUS ROG Zephyrus G15,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g15-583/,AMD  Ryzen 9 6900HS,24GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 120W)","15.6"", WQHD (2560 x 1440), 165 Hz, IPS",1000GB SSD,$187900,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4324/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$109900,
Lenovo Legion 5 Pro 16,https://laptopmedia.com/laptop-specs/lenovo-legion-5-pro-16-221/,AMD Ryzen 9 6900HX,64GB RAM,"NVIDIA GeForce RTX 3070 Ti (Laptop, 150W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",4000GB SSD,$224900,
